transcript_id,chromosome,strand,transcript_length_nt,num_exons,num_junctions,start_codon_transcript,stop_codon_transcript,stop_codon_exon,last_junction_pos,distance_stop_to_junction,protein_length_aa,nmd_status
ENSMUST00000179162,1,+,6315,53,52,0,6114,53.0,5894,-220,2038,NMD-insensitive
ENSMUST00000125304,1,-,3378,8,7,38,1079,8.0,932,-147,347,NMD-insensitive
ENSMUST00000115011,1,-,2290,9,8,38,1112,9.0,964,-148,358,NMD-insensitive
ENSMUST00000001171,1,-,2174,7,6,38,509,4.0,850,341,157,NMD-sensitive
ENSMUST00000123583,1,-,689,6,5,38,263,2.0,614,351,75,NMD-sensitive
ENSMUST00000153128,1,+,4547,7,6,73,2386,7.0,2185,-201,771,NMD-insensitive
ENSMUST00000001166,1,+,5193,8,7,44,2183,8.0,2114,-69,713,NMD-insensitive
ENSMUST00000097776,1,+,5292,9,8,44,2168,8.0,2212,44,708,NMD-insensitive
ENSMUST00000193083,1,-,2277,9,8,340,916,9.0,815,-101,192,NMD-insensitive
ENSMUST00000054665,1,-,1964,9,8,31,949,9.0,848,-101,306,NMD-insensitive
ENSMUST00000194853,1,-,1073,8,7,31,850,8.0,750,-100,273,NMD-insensitive
ENSMUST00000191849,1,-,2256,8,7,522,900,8.0,800,-100,126,NMD-insensitive
ENSMUST00000207843,1,-,2646,4,3,34,328,2.0,615,287,98,NMD-sensitive
ENSMUST00000001172,1,-,2109,4,3,260,809,4.0,665,-144,183,NMD-insensitive
ENSMUST00000194894,1,-,664,4,3,46,547,4.0,486,-61,167,NMD-insensitive
ENSMUST00000191677,1,-,3779,15,14,374,2876,15.0,2035,-841,834,NMD-insensitive
ENSMUST00000191642,1,-,3892,16,15,490,2992,16.0,2150,-842,834,NMD-insensitive
ENSMUST00000195620,1,-,3640,15,14,238,2740,15.0,1899,-841,834,NMD-insensitive
ENSMUST00000114991,1,-,3773,15,14,371,2873,15.0,2032,-841,834,NMD-insensitive
ENSMUST00000170295,1,-,2286,15,14,418,1987,15.0,1943,-44,523,NMD-insensitive
ENSMUST00000114981,1,-,1659,10,9,418,1555,10.0,1405,-150,379,NMD-insensitive
ENSMUST00000081180,1,+,625,4,3,138,393,3.0,432,39,85,NMD-insensitive
ENSMUST00000193210,1,+,865,4,3,103,490,4.0,377,-113,129,NMD-insensitive
ENSMUST00000043951,1,-,3248,11,10,155,1283,11.0,1173,-110,376,NMD-insensitive
ENSMUST00000208994,1,+,1120,9,8,75,876,8.0,948,72,267,NMD-sensitive
ENSMUST00000027291,1,+,2245,13,12,154,2008,13.0,1875,-133,618,NMD-insensitive
ENSMUST00000027290,1,-,6546,41,40,182,5813,41.0,5491,-322,1877,NMD-insensitive
ENSMUST00000194563,1,-,6698,42,41,337,5968,42.0,5645,-323,1877,NMD-insensitive
ENSMUST00000117172,1,+,1636,8,7,96,1125,8.0,999,-126,343,NMD-insensitive
ENSMUST00000067178,1,+,1769,8,7,230,1259,8.0,1133,-126,343,NMD-insensitive
ENSMUST00000162449,1,+,1360,8,7,91,1120,8.0,994,-126,343,NMD-insensitive
ENSMUST00000027289,1,+,3394,25,24,46,2254,16.0,3289,1035,736,NMD-sensitive
ENSMUST00000169057,1,+,1499,12,11,156,615,6.0,1436,821,153,NMD-sensitive
ENSMUST00000195272,1,+,2197,7,6,99,2106,7.0,703,-1403,669,NMD-insensitive
ENSMUST00000194195,1,+,2083,6,5,99,1992,6.0,590,-1402,631,NMD-insensitive
ENSMUST00000027288,1,+,3554,6,5,370,2263,6.0,861,-1402,631,NMD-insensitive
ENSMUST00000027287,1,+,5691,26,25,386,395,3.0,3056,2661,3,NMD-sensitive
ENSMUST00000140264,1,+,3676,24,23,362,371,3.0,2861,2490,3,NMD-sensitive
ENSMUST00000132401,1,+,3234,25,24,277,286,3.0,3047,2761,3,NMD-sensitive
ENSMUST00000136846,1,+,3576,26,25,277,286,3.0,2944,2658,3,NMD-sensitive
ENSMUST00000132615,1,+,3038,25,24,104,113,2.0,2772,2659,3,NMD-sensitive
ENSMUST00000193774,1,+,1243,10,9,104,113,2.0,891,778,3,NMD-sensitive
ENSMUST00000137266,1,+,2934,24,23,0,2931,,2778,-153,977,NMD-insensitive
ENSMUST00000058307,1,+,2963,15,14,118,2155,15.0,1963,-192,679,NMD-insensitive
ENSMUST00000114933,1,+,3004,16,15,118,2188,16.0,1995,-193,690,NMD-insensitive
ENSMUST00000168546,1,+,2964,16,15,114,2151,16.0,1958,-193,679,NMD-insensitive
ENSMUST00000027286,1,-,3863,3,2,136,358,3.0,317,-41,74,NMD-insensitive
ENSMUST00000114925,1,+,1094,6,5,148,925,6.0,786,-139,259,NMD-insensitive
ENSMUST00000027285,1,+,1414,6,5,328,1105,6.0,966,-139,259,NMD-insensitive
ENSMUST00000118059,1,+,1179,6,5,230,1007,6.0,868,-139,259,NMD-insensitive
ENSMUST00000151952,1,-,7251,16,15,319,325,2.0,1890,1565,2,NMD-sensitive
ENSMUST00000042161,1,-,7030,15,14,98,104,1.0,1670,1566,2,NMD-sensitive
ENSMUST00000154819,1,-,2796,15,14,267,273,1.0,1812,1539,2,NMD-sensitive
ENSMUST00000143636,1,-,1802,13,12,269,1460,13.0,1424,-36,397,NMD-insensitive
ENSMUST00000149791,1,-,424,5,4,89,290,4.0,365,75,67,NMD-sensitive
ENSMUST00000162875,1,-,4634,10,9,526,4051,10.0,3905,-146,1175,NMD-insensitive
ENSMUST00000041815,1,-,3400,20,19,585,2676,20.0,2635,-41,697,NMD-insensitive
ENSMUST00000114902,1,-,2724,18,17,529,2599,18.0,2434,-165,690,NMD-insensitive
ENSMUST00000088072,1,-,3837,18,17,1852,3712,18.0,3547,-165,620,NMD-insensitive
ENSMUST00000151735,1,-,2008,13,12,502,1264,10.0,1553,289,254,NMD-sensitive
ENSMUST00000123082,1,-,3953,8,7,639,1275,8.0,1013,-262,212,NMD-insensitive
ENSMUST00000155852,1,-,2861,8,7,579,1215,8.0,953,-262,212,NMD-insensitive
ENSMUST00000193669,1,-,1981,8,7,535,1171,8.0,909,-262,212,NMD-insensitive
ENSMUST00000041621,1,+,1485,2,1,121,1240,2.0,119,-1121,373,NMD-insensitive
ENSMUST00000139725,1,-,1175,8,7,97,844,8.0,843,-1,249,NMD-insensitive
ENSMUST00000027257,1,-,1231,7,6,101,848,7.0,749,-99,249,NMD-insensitive
ENSMUST00000027256,1,+,969,6,5,215,695,6.0,489,-206,160,NMD-insensitive
ENSMUST00000193673,1,+,662,5,4,79,559,5.0,354,-205,160,NMD-insensitive
ENSMUST00000195373,1,+,587,4,3,30,510,4.0,306,-204,160,NMD-insensitive
ENSMUST00000078307,1,-,2564,6,5,288,927,6.0,806,-121,213,NMD-insensitive
ENSMUST00000027254,1,-,800,6,5,57,648,6.0,527,-121,197,NMD-insensitive
ENSMUST00000114894,1,-,798,6,5,57,648,6.0,527,-121,197,NMD-insensitive
ENSMUST00000162031,1,-,3381,5,4,227,905,5.0,786,-119,226,NMD-insensitive
ENSMUST00000193832,1,-,3472,4,3,100,664,4.0,405,-259,188,NMD-insensitive
ENSMUST00000195247,1,-,1699,5,4,750,1428,5.0,1309,-119,226,NMD-insensitive
ENSMUST00000192960,1,-,472,3,2,24,447,3.0,330,-117,141,NMD-insensitive
ENSMUST00000195032,1,-,1444,5,4,744,1422,5.0,1303,-119,226,NMD-insensitive
ENSMUST00000027252,1,+,7797,24,23,280,3928,24.0,3800,-128,1216,NMD-insensitive
ENSMUST00000027251,1,-,4262,23,22,211,3958,23.0,3827,-131,1249,NMD-insensitive
ENSMUST00000095027,1,-,5857,22,21,44,3731,22.0,3591,-140,1229,NMD-insensitive
ENSMUST00000039827,1,-,6010,23,22,201,3885,23.0,3744,-141,1228,NMD-insensitive
ENSMUST00000134963,1,-,665,4,3,103,262,3.0,529,267,53,NMD-sensitive
ENSMUST00000147695,1,-,6932,12,11,991,2545,12.0,2342,-203,518,NMD-insensitive
ENSMUST00000039612,1,-,5077,11,10,0,1554,11.0,1352,-202,518,NMD-insensitive
ENSMUST00000027249,1,-,2975,7,6,219,1341,7.0,800,-541,374,NMD-insensitive
ENSMUST00000193441,1,-,4999,6,5,298,886,6.0,774,-112,196,NMD-insensitive
ENSMUST00000194361,1,-,2996,6,5,262,1372,6.0,832,-540,370,NMD-insensitive
ENSMUST00000194657,1,-,2431,6,5,362,593,4.0,733,140,77,NMD-sensitive
ENSMUST00000088029,1,+,1001,10,9,137,596,9.0,598,2,153,NMD-insensitive
ENSMUST00000027247,1,+,3914,6,5,2236,2956,6.0,2811,-145,240,NMD-insensitive
ENSMUST00000193489,1,+,330,3,2,3,267,2.0,325,58,88,NMD-sensitive
ENSMUST00000056815,1,+,4236,21,20,556,3004,21.0,2834,-170,816,NMD-insensitive
ENSMUST00000086535,1,+,1049,5,4,93,468,5.0,435,-33,125,NMD-insensitive
ENSMUST00000194746,1,+,703,4,3,57,444,4.0,287,-157,129,NMD-insensitive
ENSMUST00000178079,1,+,487,5,4,78,453,5.0,420,-33,125,NMD-insensitive
ENSMUST00000179954,1,+,630,4,3,220,595,4.0,563,-32,125,NMD-insensitive
ENSMUST00000195123,1,+,356,4,3,0,261,3.0,288,27,87,NMD-insensitive
ENSMUST00000054462,1,-,4451,20,19,189,3591,20.0,3137,-454,1134,NMD-insensitive
ENSMUST00000192531,1,-,3434,19,18,95,563,4.0,2925,2362,156,NMD-sensitive
ENSMUST00000193823,1,-,3512,19,18,134,3152,19.0,2985,-167,1006,NMD-insensitive
ENSMUST00000161515,1,+,3482,8,7,341,1856,8.0,1654,-202,505,NMD-insensitive
ENSMUST00000003219,1,+,3162,7,6,37,1552,7.0,1351,-201,505,NMD-insensitive
ENSMUST00000062525,1,-,2492,7,6,131,1313,7.0,1266,-47,394,NMD-insensitive
ENSMUST00000195136,1,-,668,6,5,48,498,5.0,616,118,150,NMD-sensitive
ENSMUST00000195705,1,-,389,2,1,29,161,2.0,148,-13,44,NMD-insensitive
ENSMUST00000053355,1,-,6091,4,3,534,1398,4.0,1250,-148,288,NMD-insensitive
ENSMUST00000151913,1,-,2008,15,14,55,1843,15.0,1637,-206,596,NMD-insensitive
ENSMUST00000171319,1,-,352,2,1,155,314,2.0,159,-155,53,NMD-insensitive
ENSMUST00000168431,1,+,5632,30,29,317,4031,30.0,3921,-110,1238,NMD-insensitive
ENSMUST00000163854,1,+,5782,31,30,317,4181,31.0,4070,-111,1288,NMD-insensitive
ENSMUST00000193682,1,+,3759,31,30,51,3714,31.0,3603,-111,1221,NMD-insensitive
ENSMUST00000195860,1,+,3960,32,31,51,3915,32.0,3803,-112,1288,NMD-insensitive
ENSMUST00000195259,1,+,3719,30,29,50,3674,30.0,3564,-110,1208,NMD-insensitive
ENSMUST00000195636,1,+,4082,31,30,6,3822,31.0,3711,-111,1272,NMD-insensitive
ENSMUST00000192509,1,+,3918,31,30,0,3702,31.0,3591,-111,1234,NMD-insensitive
ENSMUST00000027243,1,+,1419,9,8,162,1392,9.0,1220,-172,410,NMD-insensitive
ENSMUST00000195770,1,+,1054,8,7,68,293,3.0,868,575,75,NMD-sensitive
ENSMUST00000027241,1,+,5819,11,10,224,1952,11.0,1526,-426,576,NMD-insensitive
ENSMUST00000114795,1,+,4832,11,10,302,2021,11.0,1595,-426,573,NMD-insensitive
ENSMUST00000095020,1,+,1950,11,10,199,1921,11.0,1495,-426,574,NMD-insensitive
ENSMUST00000194296,1,+,3908,11,10,66,1788,11.0,1362,-426,574,NMD-insensitive
ENSMUST00000174335,1,+,1216,8,7,183,1194,8.0,1015,-179,337,NMD-insensitive
ENSMUST00000097772,1,+,5302,11,10,352,2053,11.0,1642,-411,567,NMD-insensitive
ENSMUST00000173514,1,+,2661,8,7,203,1214,8.0,1035,-179,337,NMD-insensitive
ENSMUST00000053043,1,+,5053,10,9,122,1823,10.0,1413,-410,567,NMD-insensitive
ENSMUST00000167723,1,+,1919,10,9,455,1571,10.0,1389,-182,372,NMD-insensitive
ENSMUST00000193391,1,+,1738,10,9,272,1388,10.0,1206,-182,372,NMD-insensitive
ENSMUST00000193793,1,+,1652,8,7,328,1129,8.0,1124,-5,267,NMD-insensitive
ENSMUST00000195684,1,+,2850,12,11,380,1991,11.0,2431,440,537,NMD-sensitive
ENSMUST00000087983,1,+,2826,12,11,380,1991,11.0,2458,467,537,NMD-sensitive
ENSMUST00000108044,1,+,4158,11,10,380,1991,11.0,1631,-360,537,NMD-insensitive
ENSMUST00000027237,1,+,4889,13,12,427,2269,13.0,1796,-473,614,NMD-insensitive
ENSMUST00000027233,1,+,3962,12,11,435,2826,12.0,2462,-364,797,NMD-insensitive
ENSMUST00000027231,1,+,5019,12,11,1300,3742,12.0,3360,-382,814,NMD-insensitive
ENSMUST00000192345,1,+,2507,3,2,277,1285,3.0,1031,-254,336,NMD-insensitive
ENSMUST00000039672,1,-,3160,6,5,44,1442,6.0,646,-796,466,NMD-insensitive
ENSMUST00000131390,1,-,3311,7,6,68,218,2.0,799,581,50,NMD-sensitive
ENSMUST00000114765,1,+,2716,5,4,155,842,5.0,620,-222,229,NMD-insensitive
ENSMUST00000057208,1,+,1418,11,10,59,1229,11.0,1130,-99,390,NMD-insensitive
ENSMUST00000179766,1,+,3776,2,1,518,1637,2.0,270,-1367,373,NMD-insensitive
ENSMUST00000095014,1,-,5607,13,12,565,3145,13.0,2959,-186,860,NMD-insensitive
ENSMUST00000186694,1,-,5385,12,11,363,2943,12.0,2758,-185,860,NMD-insensitive
ENSMUST00000010434,1,+,3458,4,3,54,750,4.0,693,-57,232,NMD-insensitive
ENSMUST00000008280,1,-,1563,6,5,283,1120,6.0,966,-154,279,NMD-insensitive
ENSMUST00000185893,1,-,1421,6,5,357,1194,6.0,1040,-154,279,NMD-insensitive
ENSMUST00000086421,1,+,2772,5,4,449,554,3.0,1400,846,35,NMD-sensitive
ENSMUST00000202540,1,+,578,3,2,143,248,2.0,374,126,35,NMD-sensitive
ENSMUST00000027217,1,+,902,4,3,283,727,4.0,565,-162,148,NMD-insensitive
ENSMUST00000126008,1,-,4620,15,14,92,1352,15.0,1209,-143,420,NMD-insensitive
ENSMUST00000076997,1,-,1921,15,14,33,357,6.0,1056,699,108,NMD-sensitive
ENSMUST00000136704,1,-,471,7,6,54,174,2.0,413,239,40,NMD-sensitive
ENSMUST00000087933,1,+,4649,30,29,82,3868,30.0,3752,-116,1262,NMD-insensitive
ENSMUST00000188313,1,+,4631,29,28,74,3821,29.0,3706,-115,1249,NMD-insensitive
ENSMUST00000188302,1,+,3075,24,23,56,1877,15.0,2959,1082,607,NMD-sensitive
ENSMUST00000189388,1,+,2904,24,23,44,2693,22.0,2807,114,883,NMD-sensitive
ENSMUST00000061421,1,-,1086,5,4,108,852,5.0,456,-396,248,NMD-insensitive
ENSMUST00000027215,1,-,1272,8,7,317,992,8.0,814,-178,225,NMD-insensitive
ENSMUST00000156392,1,-,1122,6,5,170,845,6.0,669,-176,225,NMD-insensitive
ENSMUST00000128190,1,-,1275,6,5,517,1192,6.0,1016,-176,225,NMD-insensitive
ENSMUST00000147571,1,-,1360,6,5,602,1277,6.0,1101,-176,225,NMD-insensitive
ENSMUST00000133677,1,-,935,7,6,227,902,7.0,725,-177,225,NMD-insensitive
ENSMUST00000150911,1,-,960,6,5,253,928,6.0,752,-176,225,NMD-insensitive
ENSMUST00000152239,1,-,1046,6,5,345,1020,6.0,844,-176,225,NMD-insensitive
ENSMUST00000065767,1,-,2359,10,9,309,1815,10.0,1791,-24,502,NMD-insensitive
ENSMUST00000027213,1,-,1765,9,8,266,1562,9.0,1539,-23,432,NMD-insensitive
ENSMUST00000152643,1,-,864,4,3,202,613,3.0,745,132,137,NMD-sensitive
ENSMUST00000035991,1,+,3313,11,10,436,1942,11.0,1641,-301,502,NMD-insensitive
ENSMUST00000114709,1,+,3570,10,9,433,1939,10.0,1639,-300,502,NMD-insensitive
ENSMUST00000027214,1,+,3907,15,14,216,3726,15.0,3163,-563,1170,NMD-insensitive
ENSMUST00000054801,1,-,3211,5,4,196,928,5.0,523,-405,244,NMD-insensitive
ENSMUST00000074525,1,+,3138,11,10,406,1318,11.0,1239,-79,304,NMD-insensitive
ENSMUST00000160854,1,+,1399,10,9,224,1151,10.0,963,-188,309,NMD-insensitive
ENSMUST00000159555,1,+,2882,10,9,224,347,4.0,996,649,41,NMD-sensitive
ENSMUST00000162600,1,+,2798,12,11,44,941,12.0,911,-30,299,NMD-insensitive
ENSMUST00000087883,1,+,5564,51,50,210,4602,51.0,4408,-194,1464,NMD-insensitive
ENSMUST00000086430,1,-,6625,54,53,368,4859,54.0,4662,-197,1497,NMD-insensitive
ENSMUST00000027139,1,+,2953,21,20,356,2846,21.0,2621,-225,830,NMD-insensitive
ENSMUST00000027137,1,-,3370,8,7,319,2029,8.0,1711,-318,570,NMD-insensitive
ENSMUST00000069293,1,+,12314,66,65,0,12204,66.0,11935,-269,4068,NMD-insensitive
ENSMUST00000189749,1,+,12207,65,64,21,12093,65.0,11825,-268,4024,NMD-insensitive
ENSMUST00000027131,1,-,5498,10,9,587,3086,10.0,2921,-165,833,NMD-insensitive
ENSMUST00000114565,1,+,2718,10,9,1658,2444,10.0,2088,-356,262,NMD-insensitive
ENSMUST00000081851,1,+,3343,10,9,429,1551,10.0,1448,-103,374,NMD-insensitive
ENSMUST00000051572,1,+,3055,2,1,260,1514,2.0,742,-772,418,NMD-insensitive
ENSMUST00000189542,1,-,4790,8,7,819,843,3.0,1558,715,8,NMD-sensitive
ENSMUST00000186003,1,-,4418,7,6,592,616,2.0,1332,716,8,NMD-sensitive
ENSMUST00000190103,1,-,2903,7,6,484,1078,6.0,2500,1422,198,NMD-sensitive
ENSMUST00000027279,1,-,2838,6,5,484,1078,6.0,909,-169,198,NMD-insensitive
ENSMUST00000186684,1,-,2677,5,4,924,948,2.0,1118,170,8,NMD-sensitive
ENSMUST00000188204,1,-,972,6,5,169,193,3.0,362,169,8,NMD-sensitive
ENSMUST00000188051,1,-,680,6,5,199,223,3.0,392,169,8,NMD-sensitive
ENSMUST00000185534,1,-,708,6,5,240,264,3.0,433,169,8,NMD-sensitive
ENSMUST00000046390,1,-,5052,30,29,320,3641,30.0,3491,-150,1107,NMD-insensitive
ENSMUST00000114537,1,-,4618,29,28,190,3424,29.0,3275,-149,1078,NMD-insensitive
ENSMUST00000114541,1,-,4616,29,28,177,3429,29.0,3280,-149,1084,NMD-insensitive
ENSMUST00000018561,1,-,4767,31,30,177,3585,31.0,3434,-151,1136,NMD-insensitive
ENSMUST00000168302,1,+,2662,25,24,162,2406,25.0,2358,-48,748,NMD-insensitive
ENSMUST00000027277,1,+,2982,24,23,487,2731,24.0,2684,-47,748,NMD-insensitive
ENSMUST00000186574,1,+,2834,23,22,348,2484,23.0,2385,-99,712,NMD-insensitive
ENSMUST00000070968,1,+,5151,25,24,333,2580,25.0,2544,-36,749,NMD-insensitive
ENSMUST00000191435,1,+,2803,23,22,317,2453,23.0,2354,-99,712,NMD-insensitive
ENSMUST00000186857,1,+,4241,25,24,281,2528,25.0,2492,-36,749,NMD-insensitive
ENSMUST00000189347,1,+,2588,23,22,183,2319,23.0,2220,-99,712,NMD-insensitive
ENSMUST00000186057,1,+,3998,25,24,297,2562,25.0,2526,-36,755,NMD-insensitive
ENSMUST00000114513,1,-,4966,18,17,231,2253,18.0,2082,-171,674,NMD-insensitive
ENSMUST00000114512,1,-,2042,18,17,349,1822,18.0,1651,-171,491,NMD-insensitive
ENSMUST00000114510,1,-,5596,15,14,240,2049,15.0,1891,-158,603,NMD-insensitive
ENSMUST00000186764,1,-,3640,9,8,258,1713,9.0,1619,-94,485,NMD-insensitive
ENSMUST00000069792,1,-,3874,8,7,489,1947,8.0,1854,-93,486,NMD-insensitive
ENSMUST00000170269,1,-,1371,6,5,0,1368,,1277,-91,456,NMD-insensitive
ENSMUST00000165859,1,+,3396,9,8,55,1318,9.0,1174,-144,421,NMD-insensitive
ENSMUST00000188507,1,+,3247,8,7,21,726,6.0,1026,300,235,NMD-sensitive
ENSMUST00000185483,1,+,2023,9,8,11,638,6.0,1084,446,209,NMD-sensitive
ENSMUST00000156876,1,-,4932,7,6,491,2873,7.0,2666,-207,794,NMD-insensitive
ENSMUST00000087701,1,-,3493,6,5,491,2816,6.0,2386,-430,775,NMD-insensitive
ENSMUST00000027271,1,-,5767,6,5,335,1523,6.0,971,-552,396,NMD-insensitive
ENSMUST00000177279,1,-,1130,4,3,0,330,2.0,577,247,110,NMD-sensitive
ENSMUST00000159352,1,+,1704,12,11,97,1030,12.0,974,-56,311,NMD-insensitive
ENSMUST00000044478,1,+,1830,14,13,64,1219,14.0,1093,-126,385,NMD-insensitive
ENSMUST00000050567,1,-,3641,2,1,397,715,2.0,229,-486,106,NMD-insensitive
ENSMUST00000114492,1,-,3565,2,1,321,639,2.0,153,-486,106,NMD-insensitive
ENSMUST00000114493,1,-,3619,2,1,375,693,2.0,207,-486,106,NMD-insensitive
ENSMUST00000191441,1,-,638,2,1,253,571,2.0,85,-486,106,NMD-insensitive
ENSMUST00000190831,1,-,653,3,2,272,590,3.0,103,-487,106,NMD-insensitive
ENSMUST00000186266,1,-,623,2,1,243,561,2.0,75,-486,106,NMD-insensitive
ENSMUST00000190726,1,-,702,4,3,332,650,4.0,162,-488,106,NMD-insensitive
ENSMUST00000027269,1,+,2705,3,2,126,1254,3.0,874,-380,376,NMD-insensitive
ENSMUST00000191197,1,+,2461,3,2,109,676,3.0,664,-12,189,NMD-insensitive
ENSMUST00000072235,1,-,646,9,8,35,473,9.0,426,-47,146,NMD-insensitive
ENSMUST00000190748,1,-,726,10,9,138,576,10.0,528,-48,146,NMD-insensitive
ENSMUST00000027267,1,-,3054,13,12,153,2904,13.0,2730,-174,917,NMD-insensitive
ENSMUST00000027266,1,+,1910,4,3,101,560,4.0,424,-136,153,NMD-insensitive
ENSMUST00000027265,1,+,1868,8,7,258,1500,7.0,1521,21,414,NMD-insensitive
ENSMUST00000151296,1,+,1592,7,6,228,528,3.0,1415,887,100,NMD-sensitive
ENSMUST00000114484,1,+,2283,7,6,219,1461,7.0,1379,-82,414,NMD-insensitive
ENSMUST00000135614,1,+,1723,9,8,209,1322,6.0,1551,229,371,NMD-sensitive
ENSMUST00000144660,1,-,3142,7,6,360,2061,6.0,2185,124,567,NMD-sensitive
ENSMUST00000027264,1,-,2442,6,5,445,2326,6.0,2074,-252,627,NMD-insensitive
ENSMUST00000123519,1,-,983,6,5,445,895,6.0,643,-252,150,NMD-insensitive
ENSMUST00000147021,1,-,1262,5,4,133,259,2.0,530,271,42,NMD-sensitive
ENSMUST00000236737,1,-,300,4,3,0,297,,217,-80,99,NMD-insensitive
ENSMUST00000094964,1,-,12245,66,65,69,12141,66.0,11872,-269,4024,NMD-insensitive
ENSMUST00000027263,1,-,3293,8,7,192,1308,8.0,1021,-287,372,NMD-insensitive
ENSMUST00000120904,1,-,11263,29,28,180,4914,29.0,4777,-137,1578,NMD-insensitive
ENSMUST00000087659,1,-,11171,29,28,94,4828,29.0,4691,-137,1578,NMD-insensitive
ENSMUST00000097741,1,-,1132,7,6,94,976,7.0,829,-147,294,NMD-insensitive
ENSMUST00000027128,1,+,3807,28,27,146,3476,28.0,3353,-123,1110,NMD-insensitive
ENSMUST00000160472,1,+,3696,31,30,107,1847,16.0,3496,1649,580,NMD-sensitive
ENSMUST00000041638,1,-,4582,18,17,57,2703,18.0,2566,-137,882,NMD-insensitive
ENSMUST00000097739,1,-,10583,27,26,102,2868,27.0,2706,-162,922,NMD-insensitive
ENSMUST00000179030,1,-,6140,28,27,221,3200,28.0,3117,-83,993,NMD-insensitive
ENSMUST00000044359,1,-,6192,28,27,221,3254,28.0,3171,-83,1011,NMD-insensitive
ENSMUST00000027127,1,-,6195,25,24,115,4027,25.0,3847,-180,1304,NMD-insensitive
ENSMUST00000191303,1,-,600,7,6,28,460,5.0,573,113,144,NMD-sensitive
ENSMUST00000087617,1,+,834,4,3,105,681,4.0,513,-168,192,NMD-insensitive
ENSMUST00000027125,1,+,1733,5,4,105,831,5.0,662,-169,242,NMD-insensitive
ENSMUST00000027123,1,-,2423,12,11,248,1967,12.0,1806,-161,573,NMD-insensitive
ENSMUST00000075242,1,+,774,4,3,278,584,4.0,533,-51,102,NMD-insensitive
ENSMUST00000159311,1,+,1816,7,6,69,681,7.0,546,-135,204,NMD-insensitive
ENSMUST00000162364,1,+,2840,8,7,69,744,8.0,608,-136,225,NMD-insensitive
ENSMUST00000161122,1,+,1143,7,6,13,148,3.0,452,304,45,NMD-sensitive
ENSMUST00000162553,1,+,901,8,7,337,385,3.0,785,400,16,NMD-sensitive
ENSMUST00000027121,1,-,3677,9,8,523,2023,9.0,1745,-278,500,NMD-insensitive
ENSMUST00000132055,1,-,1870,8,7,523,664,2.0,1528,864,47,NMD-sensitive
ENSMUST00000114428,1,-,2012,6,5,523,1555,6.0,1443,-112,344,NMD-insensitive
ENSMUST00000114423,1,-,1106,10,9,623,1103,,980,-123,160,NMD-insensitive
ENSMUST00000087585,1,-,882,10,9,0,879,,756,-123,293,NMD-insensitive
ENSMUST00000159564,1,-,751,8,7,0,261,4.0,627,366,87,NMD-sensitive
ENSMUST00000159398,1,-,658,5,4,150,546,5.0,458,-88,132,NMD-insensitive
ENSMUST00000042986,1,+,6580,6,5,467,3755,6.0,3570,-185,1096,NMD-insensitive
ENSMUST00000042857,1,-,6277,10,9,1450,3472,10.0,3004,-468,674,NMD-insensitive
ENSMUST00000114415,1,-,5805,11,10,806,3005,11.0,2536,-469,733,NMD-insensitive
ENSMUST00000177424,1,-,4694,7,6,51,1896,7.0,1431,-465,615,NMD-insensitive
ENSMUST00000042734,1,+,3008,2,1,51,1146,2.0,326,-820,365,NMD-insensitive
ENSMUST00000162686,1,-,1847,8,7,640,1585,8.0,1324,-261,315,NMD-insensitive
ENSMUST00000079998,1,-,1398,8,7,213,576,5.0,878,302,121,NMD-sensitive
ENSMUST00000160118,1,-,695,7,6,10,403,5.0,581,178,131,NMD-sensitive
ENSMUST00000027114,1,+,3540,5,4,445,1318,5.0,1238,-80,291,NMD-insensitive
ENSMUST00000163239,1,+,2313,12,11,451,460,5.0,1408,948,3,NMD-sensitive
ENSMUST00000170139,1,+,2315,13,12,139,1810,13.0,1408,-402,557,NMD-insensitive
ENSMUST00000164302,1,+,2088,12,11,119,1583,12.0,1182,-401,488,NMD-insensitive
ENSMUST00000167085,1,+,3929,14,13,261,1995,14.0,1589,-406,578,NMD-insensitive
ENSMUST00000169772,1,+,2311,12,11,135,1806,12.0,1405,-401,557,NMD-insensitive
ENSMUST00000164963,1,-,2114,4,3,98,884,4.0,391,-493,262,NMD-insensitive
ENSMUST00000114410,1,-,2512,7,6,142,1429,7.0,933,-496,429,NMD-insensitive
ENSMUST00000161608,1,-,2495,7,6,152,539,4.0,921,382,129,NMD-sensitive
ENSMUST00000163061,1,-,5016,10,9,3492,3879,7.0,4258,379,129,NMD-sensitive
ENSMUST00000027202,1,+,4939,9,8,344,3836,9.0,3815,-21,1164,NMD-insensitive
ENSMUST00000001027,1,+,4423,35,34,86,4085,35.0,4003,-82,1333,NMD-insensitive
ENSMUST00000040999,1,+,4606,35,34,123,4128,35.0,4043,-85,1335,NMD-insensitive
ENSMUST00000162011,1,+,1568,8,7,73,883,8.0,654,-229,270,NMD-insensitive
ENSMUST00000040442,1,+,4973,35,34,178,4186,35.0,4101,-85,1336,NMD-insensitive
ENSMUST00000114366,1,+,5771,36,35,93,4128,36.0,4117,-11,1345,NMD-insensitive
ENSMUST00000050552,1,+,3876,12,11,329,1586,12.0,1546,-40,419,NMD-insensitive
ENSMUST00000188630,1,+,1615,10,9,95,410,4.0,1153,743,105,NMD-sensitive
